賽	861	赛	sài	competition	compete, contend; contest, race	むくいまつる	サイ	[sound:agj-pinyin-sai4.mp3]	469
奇	862		qí	strange	strange, unusual, uncanny, occult	くし めずらしい あやしい	キ	[sound:agj-pinyin-qi2.mp3]	470
識	864	识	shí shì	knowledge	recognize, understand, know	しる しるし しるす	シキ ショク シ	[sound:agj-pinyin-shi2.mp3]	471
刑	865		xíng	punishment	punishment, penalty; law	のり しおき	ケイ ギョウ	[sound:agj-pinyin-xing2.mp3]	2041
型	866		xíng	mold	pattern, model, type; law; mold	かた	ケイ	[sound:agj-pinyin-xing2.mp3]	472
召	867		zhào	summon	imperial decree; summon	めす	ショウ	[sound:agj-pinyin-zhao4.mp3]	1686
超	868		chāo	transcend	jump over, leap over; surpass	こえる こす	チョウ	[sound:agj-pinyin-chao1.mp3]	473
邊	869	边	biān	border	edge, margin, side, border	あたり べ	ヘン	[sound:agj-pinyin-bian1.mp3]	474
牙	870		yá	tooth	tooth, molars, teeth; serrated	きば は	ガ ゲ	[sound:agj-pinyin-ya2.mp3]	1380
邪	871		xié	wicked	wrong, evil, depraved, vicious, perverse, heterodox	や か よこしま	ヤ ジャ シャ	[sound:agj-pinyin-xie2.mp3]	1495
耶	872		yé	Jerusalem	used in transliteration	や か	ヤ ジャ	[sound:agj-pinyin-ye2.mp3]	475
唯	873		wéi	solely	only; yes	ただ これ	ユイ イ	[sound:agj-pinyin-wei2.mp3]	1021
雖	874	虽	suī	although	although, even if	いえども	スイ	[sound:agj-pinyin-sui1.mp3]	478
始	875		shǐ	commence	begin, start; then, only then	はじめる はじめ はじまる	シ	[sound:agj-pinyin-shi3.mp3]	479
軍	876	军	jūn	army	army, military; soldiers, troops	つわもの いくさ	グン クン	[sound:agj-pinyin-jun1.mp3]	499
運	877	运	yùn	carry	luck, fortune; ship, transport	はこぶ めぐる めぐらす	ウン	[sound:agj-pinyin-yun4.mp3]	480
李	878		lǐ	plum	plum; judge; surname	すもも	リ	[sound:agj-pinyin-li3.mp3]	481
矛	879		máo	spear	spear, lance; KangXi radical 110	ほこ	ム ボウ	[sound:agj-pinyin-mao2.mp3]	1852
務	880	务	wù	tasks	affairs, business; must, should	つとめる つとめ	ム	[sound:agj-pinyin-wu4.mp3]	482
權	881	权	quán	authority	power, right, authority	おもり はかる かり	ケン ゴン	[sound:agj-pinyin-quan2.mp3]	483
驗	883	验	yàn	check	test, examine, inspect; verify	あかし ためす しるし	ケン ゲン	[sound:agj-pinyin-yan4.mp3]	484
六	884		liù	six	number six	むつ むたび	ロク リク	[sound:agj-pinyin-liu4.mp3]	486
賣	885	卖	mài	sell	sell; betray; show off	うる	バイ マイ	[sound:agj-pinyin-mai4.mp3]	521
讀	886	读	dú	read	read, study; pronounce	よむ	トク トウ ドク	[sound:agj-pinyin-du2.mp3]	487
聖	887	圣	shèng	holy	holy, sacred; sage	ひじり	セイ ショウ	[sound:agj-pinyin-sheng4.mp3]	676
怪	888		guài	peculiar	strange, unusual, peculiar	あやしい あやしむ	カイ	[sound:agj-pinyin-guai4.mp3]	488
飛	889	飞	fēi	fly	fly; go quickly; dart; high	とぶ とばす	ヒ	[sound:agj-pinyin-fei1.mp3]	489
滿	891	满	mǎn	full	fill; full, satisfied	みちる みたす	マン バン	[sound:agj-pinyin-man3.mp3]	490
服	892		fú	apparel	clothes; wear, dress	きる きもの したがう	フク	[sound:agj-pinyin-fu2.mp3]	491
勻	893	匀	yún	uniform	equal, impartially, uniform, even	すくない ひとしい	イン	[sound:agj-pinyin-yun2.mp3]	3012
夢	894	梦	mèng	dream	dream; visionary; wishful	ゆめ くらい ゆめみる	ム	[sound:agj-pinyin-meng4.mp3]	492
收	895		shōu	receive	gather together, collect; harvest	おさめる	シュウ	[sound:agj-pinyin-shou1.mp3]	493
眼	896		yǎn	eyelet	eye; eyelet, hole, opening	まなこ	ガン ゲン ゴン	[sound:agj-pinyin-yan3.mp3]	494
造	897		zào	create	construct, build, make, begin; prepare	つくる いたる なる	ゾウ	[sound:agj-pinyin-zao4.mp3]	495
念	898		niàn	miss	think of, recall, study	おもう ねんじる	ネン	[sound:agj-pinyin-nian4.mp3]	496
留	902		liú	stay	stop, halt; stay, detain, keep	とめる とどまる とまる	リュウ ル	[sound:agj-pinyin-liu2.mp3]	497
課	903	课	kè	lesson	lesson; course; classwork	こころみる	カ	[sound:agj-pinyin-ke4.mp3]	498
破	904		pò	break	break, ruin, destroy; rout	やぶる やぶれる	ハ	[sound:agj-pinyin-po4.mp3]	500
精	905		jīng	refined	essence; semen; spirit	しらげよね くわしい こころ	セイ ショウ	[sound:agj-pinyin-jing1.mp3]	501
半	906		bàn	half	half	なかば なかばする	ハン	[sound:agj-pinyin-ban4.mp3]	502
約	907	约	yuē	make an appointment	treaty, agreement, covenant	つずめる つずまやか	ヤク	[sound:agj-pinyin-yue1.mp3]	503
願	908	愿	yuàn	wish	desire, want; wish; ambition	ねがう ねがい	ガン ゲン	[sound:agj-pinyin-yuan4.mp3]	504
氏	909		shì	family name	clan, family; mister	うじ	シ	[sound:agj-pinyin-shi4.mp3]	1797
底	911		dǐ	bottom	bottom, underneath, underside	そこ なんぞ	テイ	[sound:agj-pinyin-di3.mp3]	506
答	912		dá	answer	answer, reply; return; assent to	こたえる こたえ	トウ	[sound:agj-pinyin-da2.mp3]	507
寅	913		yín	sign of the tiger	to respect, reverence; respectfully; 3rd terrestrial branch	とら	イン	[sound:agj-pinyin-yin2.mp3]	3929
演	914		yǎn	perform	perform, put on; exercise	のべる	エン	[sound:agj-pinyin-yan3.mp3]	508
達	915	达	dá	reach	arrive at, reach; intelligent	とおる とどく	タツ ダチ	[sound:agj-pinyin-da2.mp3]	509
雄	917		xióng	grand	male of species; hero; manly	おす お	ユウ	[sound:agj-pinyin-xiong2.mp3]	510
深	920		shēn	deep	deep; depth; far; very, extreme	ふかい ふかさ ふかめる	シン	[sound:agj-pinyin-shen1.mp3]	511
院	921		yuàn	Inst.	courtyard, yard, court; school	いん	イン	[sound:agj-pinyin-yuan4.mp3]	514
句	922		jù	sentence	sentence		ク コウ	[sound:agj-pinyin-ju4.mp3]	716
夠	923	够	gòu	enough	enough, adequate	あつまる おおい	コウ ク	[sound:agj-pinyin-gou4.mp3]	515
假	925		jiǎ	vacation	falsehood, deception; vacation	かり	カ ケ	[sound:agj-pinyin-jia3.mp3]	517
談	926	谈	tán	discuss	talk; conversation; surname	かたる	ダン タン	[sound:agj-pinyin-tan2.mp3]	518
術	927	术	shù	art	art, skill, special feat; method, technique	みち すべ わざ	ジュツ	[sound:agj-pinyin-shu4.mp3]	519
奉	930		fèng	proffer	offer; receive; serve; respect	たてまつる	ホウ ブ	[sound:agj-pinyin-feng4.mp3]	1819
棒	931		bàng	cudgel	stick, club, truncheon; hit	つえ	ボウ ホウ	[sound:agj-pinyin-bang4.mp3]	520
百	932		bǎi	hundred	one hundred; numerous, many	もも	ヒャク ハク	[sound:agj-pinyin-bai3.mp3]	523
勝	934	胜	shèng	victory	victory; excel, be better than	かつ まさる たえる	ショウ	[sound:agj-pinyin-sheng4.mp3]	524
推	935		tuī	push	push, expel; push forward	おす おして	スイ	[sound:agj-pinyin-tui1.mp3]	525
存	936		cún	deposit	exist, live, be; survive; remain	たもつ ある とう	ソン ゾン	[sound:agj-pinyin-cun2.mp3]	526
準	938	准	zhǔn	standard	rule, guideline, standard	ひとしい みずもり のり	ジュン セツ	[sound:agj-pinyin-zhun3.mp3]	528
往	939		wǎng	toward	go, depart; past, formerly	ゆく いく いにしえ	オウ	[sound:agj-pinyin-wang3.mp3]	530
碟	941		dié	saucer	small dish, plate		カツ ガチ セツ ゼチ	[sound:agj-pinyin-die2.mp3]	531
易	942		yì	easy	change; easy	やさしい かえる おさめる	エキ イ	[sound:agj-pinyin-yi4.mp3]	532
況	943	况	kuàng	situation	condition, situation; furthermore	いわにゃ おもむき	キョウ	[sound:agj-pinyin-kuang4.mp3]	533
晚	944		wǎn	nightfall	night, evening; late	くれ おそい	バン	[sound:agj-pinyin-wan3.mp3]	534
凶	945		xiōng	sinister	culprit; murder; bad, sad	わるい	キョウ	[sound:agj-pinyin-xiong1.mp3]	2701
離	947	离	lí	leave	leave, depart; go away; separate	はなれる はなす つく	リ	[sound:agj-pinyin-li2.mp3]	535
治	948		zhì	govern	govern, regulate, administer	おさめる なおる おさまる	ジ チ	[sound:agj-pinyin-zhi4.mp3]	536
導	949	导	dǎo	guide	direct, guide, lead, conduct	みちびく みちびき	ドウ	[sound:agj-pinyin-dao3.mp3]	537
段	951		duàn	section	section, piece, division	きたえる わかち	ダン タン	[sound:agj-pinyin-duan4.mp3]	539
團	952	团	tuán	troupe	sphere, ball, circle; mass, lump	まるい かたまり	ダン トン ドン	[sound:agj-pinyin-tuan2.mp3]	540
周	953		zhōu	circumference	[reading] dynasty; circumference	まわり あまねし めぐる	シュウ	[sound:agj-pinyin-zhou1.mp3]	844
調	954	调	diào	tune	transfer, move, change; tune	ととのう しらべる やわらぐ	チョウ	[sound:agj-pinyin-diao4.mp3]	541
登	955		dēng	ascend	rise, mount, board, climb	のぼる	トウ ト	[sound:agj-pinyin-deng1.mp3]	827
證	956	证	zhèng	evidence	proof, evidence; testify, verify	あかし	ショウ	[sound:agj-pinyin-zheng4.mp3]	542
列	957		liè	line up	a line; to arrange in order, classify	つらねる	レツ レイ	[sound:agj-pinyin-lie4.mp3]	543
傷	958	伤	shāng	wound	wound, injury; fall ill from	きず いたむ	ショウ	[sound:agj-pinyin-shang1.mp3]	544
岡	959	冈	gāng	ridge of a hill	ridge or crest of hill	おか	コウ	[sound:agj-pinyin-gang1.mp3]	2401
剛	960	刚	gāng	just now	hard, tough, rigid, strong	つよい こわい	ゴウ	[sound:agj-pinyin-gang1.mp3]	546
排	961		pái	row	row, rank, line	おしひらく つらねる	ハイ	[sound:agj-pinyin-pai2.mp3]	547
德	962		dé	morality	ethics, morality, virtue	おしえ	トク	[sound:agj-pinyin-de2.mp3]	549
甘	963		gān	sweet	sweetness; sweet, tasty	あまい うまい あまんじる	カン	[sound:agj-pinyin-gan1.mp3]	1599
匹	964		pǐ	match	bolt of cloth; counter for horses	たぐい たぐう	ヒツ ヒキ	[sound:agj-pinyin-pi3.mp3]	2344
甚	965		shén	tremendously	great extent; considerably	はなはだ なに	シン ジン	[sound:agj-pinyin-shen2.mp3]	551
殺	966	杀	shā	kill	kill, slaughter, murder; hurt; to pare off, reduce, clip	ころす そぐ けずる	サツ セツ サイ	[sound:agj-pinyin-sha1.mp3]	552
昭	967		zhāo	evident	bright, luminous; illustrious	あきらか	ショウ	[sound:agj-pinyin-zhao1.mp3]	1317
照	968		zhào	illuminate	shine, illumine, reflect	てる てらす てり	ショウ	[sound:agj-pinyin-zhao4.mp3]	553
軟	970	软	ruǎn	soft	soft, flexible, pliable; weak	やわらか やわらかい	ナン ゼン ネン	[sound:agj-pinyin-ruan3.mp3]	554
包	971		bāo	wrap	wrap, pack, bundle; package	つつむ つつみ	ホウ	[sound:agj-pinyin-bao1.mp3]	555
怕	972		pà	dread	to fear, be afraid of; apprehensive	おそれる	ハ ハク	[sound:agj-pinyin-pa4.mp3]	556
條	973	条	tiáo	strip	clause, condition; string, stripe	えだ すじ	ジョウ チョウ デキ	[sound:agj-pinyin-tiao2.mp3]	557
亦	974		yì	likewise	also, too; likewise	また	エキ ヤク	[sound:agj-pinyin-yi4.mp3]	708
夜	975		yè	night	night, dark; in night; by night	よ よる	ヤ	[sound:agj-pinyin-ye4.mp3]	558
商	978		shāng	salesman	commerce, business, trade	あきなう	ショウ	[sound:agj-pinyin-shang1.mp3]	559
既	982		jì	since	already; de facto; since; then	つきる すでに	キ	[sound:agj-pinyin-ji4.mp3]	905
概	983		gài	approximate	generally, approximately	とかき おおむね おもむき	ガイ カイ	[sound:agj-pinyin-gai4.mp3]	560
根	984		gēn	root	root, base(d on); foundation	ね	コン	[sound:agj-pinyin-gen1.mp3]	561
供	985		gōng	supply	supply, provide for; offer in worship	そなえる とも そなえ	キョウ ク	[sound:agj-pinyin-gong1.mp3]	562
絕	986	绝	jué	discontinue	cut, sever, break off, terminate	たえる たつ たやす	ゼツ	[sound:agj-pinyin-jue2.mp3]	563
客	987		kè	guest	guest, traveller; customer	まろうど	キャク カク	[sound:agj-pinyin-ke4.mp3]	565
切	988		qiè	cut	cut, mince, slice, carve	きる きれ きり	セツ サイ	[sound:agj-pinyin-qie4.mp3]	566
集	990		jí	gather	assemble, collect together	あつまる つどう あつめる	シュウ ジュウ	[sound:agj-pinyin-ji2.mp3]	567
稱	991	称	chēng	weigh	call; name, brand; address; say	はかる となえる たたえる	ショウ	[sound:agj-pinyin-cheng1.mp3]	568
據	993	据	jù	certificate	to occupy, take possession of; a base	よる あかし ひく	キョ コ ケキ	[sound:agj-pinyin-ju4.mp3]	569
洛	994		luò	L.A.	river in Shanxi province; city	まとう つらなる	ラク	[sound:agj-pinyin-luo4.mp3]	1727
落	995		luò	fall	fall, drop; net income, surplus	おちる おとす さと	ラク	[sound:agj-pinyin-luo4.mp3]	570
越	997		yuè	surpass	exceed, go beyond; the more ...	こえる こす	エツ オチ カツ	[sound:agj-pinyin-yue4.mp3]	571
竟	998		jìng	unexpectedly	finally, after all, at last	おわる わたる ついに	ケイ キョウ	[sound:agj-pinyin-jing4.mp3]	572
盡	1000	尽	jǐn	exhausted	exhaust, use up; deplete	つくす	ジン	[sound:agj-pinyin-jin3.mp3]	573
待	1001		dài	treat	treat, entertain, receive; wait	まつ	タイ ダイ	[sound:agj-pinyin-dai4.mp3]	574
聞	1002	闻	wén	hear	hear; smell; make known; news	きく きこえる きこえ	ブン モン	[sound:agj-pinyin-wen2.mp3]	575
園	1003	园	yuán	park	garden; park, orchard	その	エン オン	[sound:agj-pinyin-yuan2.mp3]	576
忘	1004		wàng	forget	forget; neglect; miss, omit	わすれる	ボウ	[sound:agj-pinyin-wang4.mp3]	577
值	1005		zhí	value	price	ね あたい あう	チ チョク	[sound:agj-pinyin-zhi2.mp3]	578
彥	1006	彦	yàn	erudite	elegant, handsome; learned	ひこ	ゲン	[sound:agj-pinyin-yan4.mp3]	1677
產	1007	产	chǎn	products	give birth, bring forth, produce	うまれる うぶ うむ	サン	[sound:agj-pinyin-chan3.mp3]	579
肖	1008		xiào	resemble	look like, resemble, be like	にる かたどる あやかる	ショウ	[sound:agj-pinyin-xiao4.mp3]	2819
消	1009		xiāo	extinguish	vanish, die out; melt away	きえる けす	ショウ	[sound:agj-pinyin-xiao1.mp3]	580
雙	1010	双	shuāng	pair	set of two, pair, couple; both	ふた ふたつ ならぶ	ソウ	[sound:agj-pinyin-shuang1.mp3]	581
紅	1011	红	hóng	red	red, vermillion; blush, flush	べに くれない あかい	ク コウ	[sound:agj-pinyin-hong2.mp3]	582
坐	1012		zuò	sit	sit; seat; ride, travel by	すわる そぞろに おわす	ザ	[sound:agj-pinyin-zuo4.mp3]	822
座	1013		zuò	seat	seat; stand, base	すわる くら います	ザ	[sound:agj-pinyin-zuo4.mp3]	583
展	1014		zhǎn	unfold	open, unfold; stretch, extend	つらねる のべる のびる	テン	[sound:agj-pinyin-zhan3.mp3]	584
跑	1015		pǎo	run	run, flee, leave in hurry	あがく	ホウ ビョウ ハク	[sound:agj-pinyin-pao3.mp3]	586
付	1016		fù	pay	give, deliver, pay, hand over; entrust	つける あたえる つく	フ	[sound:agj-pinyin-fu4.mp3]	953
附	1017		fù	attach	adhere to, append; rely on near to	つく	フ ホウ	[sound:agj-pinyin-fu4.mp3]	587
嘛	1018		ma	(pause marker)	final exclamatory particle		マ	[sound:agj-pinyin-ma1.mp3]	588
丸	1019		wán	pill	small round object; pellet, pill	まるい まるめる たま	ガン	[sound:agj-pinyin-wan2.mp3]	1520
執	1020	执	zhí	clench	hold in hand; keep; carry out	とる とらえる	シツ シュウ	[sound:agj-pinyin-zhi2.mp3]	589
曰	1021		yuē	sayeth	say; KangXi radical 73	いう いわく のたまわく	エツ	[sound:agj-pinyin-yue1.mp3]	1740
昌	1022		chāng	prosperous	light of sun; good, proper	さかん	ショウ	[sound:agj-pinyin-chang1.mp3]	1499
唱	1023		chàng	sing	sing, chant, call; ditty, song	となえる うたう うた	ショウ	[sound:agj-pinyin-chang4.mp3]	590
技	1024		jì	skill	skill, ability, talent, ingenuity	わざ	ギ	[sound:agj-pinyin-ji4.mp3]	591
某	1025		mǒu	such and such	certain thing or person	それがし	ボウ バイ	[sound:agj-pinyin-mou3.mp3]	592
硬	1026		yìng	hard	hard, firm, strong; obstinate	かたい	コウ ゴウ	[sound:agj-pinyin-ying4.mp3]	593
斯	1027		sī	Sphinx	this, thus, such; to lop off; emphatic particle	この これ かく	シ	[sound:agj-pinyin-si1.mp3]	594
雲	1028	云	yún	cloud	clouds; [reading]nan province	くも	ウン	[sound:agj-pinyin-yun2.mp3]	595
云	1029		yún	utter	say, speak; clouds	いう	ウン	[sound:agj-pinyin-yun2.mp3]	1799
遊	1032		yóu	tour	wander, roam, travel	あそぶ あそび すさび	ユウ ユ	[sound:agj-pinyin-you2.mp3]	596
息	1033		xī	breath	rest, put stop to, end, cease	いき やすむ やめる	ソク	[sound:agj-pinyin-xi1.mp3]	597
助	1034		zhù	assist	help, aid, assist	たすける すけ	ジョ ショ	[sound:agj-pinyin-zhu4.mp3]	598
須	1035	须	xū	have to	must, have to, necessary; moment; whiskers	ひげ もとめる もちいる	シュ ス	[sound:agj-pinyin-xu1.mp3]	599
苦	1036		kǔ	suffering	bitter; hardship, suffering	にがい くるしい くるしむ	ク	[sound:agj-pinyin-ku3.mp3]	600
效	1037		xiào	effect	result, effect; effectiveness	きく	コウ	[sound:agj-pinyin-xiao4.mp3]	602
質	1038	质	zhì	quality	matter, material, substance	もと たすける とる	シツ シチ	[sound:agj-pinyin-zhi4.mp3]	604
例	1039		lì	example	precedent, example; regulation	たとえる たぐい ためし	レイ レツ	[sound:agj-pinyin-li4.mp3]	605
矣	1040		yǐ		particle of completed action		イ	[sound:agj-pinyin-yi3.mp3]	1976
唉	1041		āi	sigh--ay-ay	alas, exclamation of surprise or pain	ああ ああおお いやいやこたえる	カイ キ アイ イ	[sound:agj-pinyin-ai1.mp3]	606
職	1042	职	zhí	job	duty, profession; office, post	つかさ つとめ つかさどる	ショク トク シキ	[sound:agj-pinyin-zhi2.mp3]	607
複	1043	复	fù	duplicate	repeat, double, overlap	かさねる ふたたび	フク	[sound:agj-pinyin-fu4.mp3]	1274
復	1045	复	fù	recover	return; repeat; repeatedly	かえる かえす また	フク	[sound:agj-pinyin-fu4.mp3]	608
輸	1048	输	shū	transport	transport, carry, haul	おくる いたす	ユ シュ	[sound:agj-pinyin-shu1.mp3]	609
節	1049	节	jié	holiday	knot, node, joint; section	ふし みさお のっと	セツ セチ	[sound:agj-pinyin-jie2.mp3]	610
規	1050	规	guī	regulations	rules, regulations, customs, law	ぶんまわし のり ただす	キ	[sound:agj-pinyin-gui1.mp3]	611
注	1051		zhù	pour	concentrate, focus, direct	そそぐ	チュウ	[sound:agj-pinyin-zhu4.mp3]	612
畢	1052	毕	bì	complete	end, finish, conclude; completed	あみ おわる ことごとく	ヒツ	[sound:agj-pinyin-bi4.mp3]	613
查	1053		chá	investigate	investigate, examine, seek into	しらべる	サ	[sound:agj-pinyin-cha2.mp3]	614
熱	1057	热	rè	heat	hot; heat; fever; restless; zeal	あつい	ネツ ゼツ ネチ	[sound:agj-pinyin-re4.mp3]	615
油	1058		yóu	oil	oil, fat, grease, lard; paints	あぶら	ユ ユウ	[sound:agj-pinyin-you2.mp3]	616
食	1059		shí	food	eat; meal; food; KangXi radical number 184	くう くらう たべる	ショク シ ジキ	[sound:agj-pinyin-shi2.mp3]	1045
館	1061	馆	guǎn	Bldg.	public building	やかた たて	カン	[sound:agj-pinyin-guan3.mp3]	617
態	1062	态	tài	attitude	manner, bearing, attitude	さま わざと	タイ	[sound:agj-pinyin-tai4.mp3]	618
亭	1063		tíng	pavilion	pavilion; erect	あずまや	テイ チョウ チン	[sound:agj-pinyin-ting2.mp3]	2359
停	1064		tíng	halt	stop, suspend, delay; suitable	とどまる	テイ チョウ ジョウ	[sound:agj-pinyin-ting2.mp3]	619
福	1065		fú	happiness	happiness, good fortune, blessing	さいわい ひもろぎ	フク	[sound:agj-pinyin-fu2.mp3]	620
救	1066		jiù	rescue	save, rescue, relieve; help, aid	すくう すくい	キュウ グ	[sound:agj-pinyin-jiu4.mp3]	621
倒	1067		dào	upside down	fall over; lie down; take turns	たおれる たおす さかさま	トウ	[sound:agj-pinyin-dao4.mp3]	622
害	1068		hài	harm	injure, harm; destroy, kill	そこなう わざわい なんぞ	ガイ カツ	[sound:agj-pinyin-hai4.mp3]	624
亂	1069	乱	luàn	chaos	confusion, state of chaos; create chaos, revolt	みだれる	ラン ロン	[sound:agj-pinyin-luan4.mp3]	625
步	1070		bù	footstep	step, pace; walk, stroll	あるく あゆむ あゆみ	ホ ブ フ	[sound:agj-pinyin-bu4.mp3]	627
寶	1072	宝	bǎo	treasure	treasure, jewel; precious, rare	たから	ホウ	[sound:agj-pinyin-bao3.mp3]	628
擊	1073	击	jī	beat	strike, hit, beat; attack, fight	うつ	ゲキ ケキ	[sound:agj-pinyin-ji1.mp3]	629
舉	1074	举	jǔ	lift up	raise, lift up; recommend	あげる こぞる	キョ	[sound:agj-pinyin-ju3.mp3]	630
鼓	1075		gǔ	drum	drum; beat, top, strike	つずみ	コ	[sound:agj-pinyin-gu3.mp3]	1286
冬	1076		dōng	winter	winter, 11th lunar month	ふゆ	トウ	[sound:agj-pinyin-dong1.mp3]	1419
終	1077	终	zhōng	end	end; finally, in the end	おわる おえる ついに	シュウ シュ	[sound:agj-pinyin-zhong1.mp3]	631
恩	1078		ēn	kindness	kindness, mercy, charity	めぐむ	オン	[sound:agj-pinyin-en1.mp3]	1344
嗯	1079		ń		final particle			[sound:agj-pinyin-n2.mp3]	632
印	1080		yìn	print	print, seal, stamp, chop, mark	しるし	イン	[sound:agj-pinyin-yin4.mp3]	633
限	1081		xiàn	limit	boundary, limit, line	かぎる かぎり	ゲン カン	[sound:agj-pinyin-xian4.mp3]	634
依	1082		yī	depend on	rely on, be set in; consent, obey a wish	よる	イ エ	[sound:agj-pinyin-yi1.mp3]	635
斷	1084	断	duàn	sever	sever, cut off; interrupt	たつ ことわる	ダン	[sound:agj-pinyin-duan4.mp3]	636
輕	1085	轻	qīng	lightweight	light; easy, simple; gentle	かるい かろやか	ケイ キョウ	[sound:agj-pinyin-qing1.mp3]	637
環	1086	环	huán	ring	jade ring or bracelet; ring	たまき わ めぐる	カン	[sound:agj-pinyin-huan2.mp3]	638
簡	1087	简	jiǎn	simple	simple, terse, succinct; letter	ふだ えらぶ	カン	[sound:agj-pinyin-jian3.mp3]	639
趣	1088		qù	interest	what attracts one's attention	おもむき おもむく うながす	シュ ソク ソウ	[sound:agj-pinyin-qu4.mp3]	640
志	1089	志	zhì	aspiration	purpose, will, determination; annals	こころざす こころざし しるす	シ	[sound:agj-pinyin-zhi4.mp3]	641
響	1090	响	xiǎng	echo	make sound, make noise; sound	ひびく ひびき	キョウ	[sound:agj-pinyin-xiang3.mp3]	642
左	1091		zuǒ	left	left; east; unorthodox, improper	ひだり もとる たすける	サ	[sound:agj-pinyin-zuo3.mp3]	725
隨	1094	随	suí	as you wish	follow, listen to, submit; to accompany; subsequently, then	したがう	ズイ スイ	[sound:agj-pinyin-sui2.mp3]	643
練	1096	练	liàn	practice	practice, drill, exercise, train	ねる ねりぎぬ	レン	[sound:agj-pinyin-lian4.mp3]	644
續	1097	续	xù	continue	continue, carry on; succeed	つずく つぐ	ゾク ショク	[sound:agj-pinyin-xu4.mp3]	645
魚	1098	鱼	yú	fish	fish; surname; KangXi radical 195	うお さかな すなどる	ギョ	[sound:agj-pinyin-yu2.mp3]	646
扁	1100		biǎn	flat	flat; tablet, signboard	ひらたい	ヘン ハン	[sound:agj-pinyin-bian3.mp3]	920
篇	1101		piān	piece of writing	chapter, section, essay, article	まき	ヘン	[sound:agj-pinyin-pian1.mp3]	647
后	1102	后	hòu	queen	queen, empress, sovereign; (simp. for 後) behind, rear, after	きみ きさき	コウ ゴ	[sound:agj-pinyin-hou4.mp3]	1491
司	1103		sī	take charge of	take charge of, control, manage; officer	つかさどる つかさ	シ	[sound:agj-pinyin-si1.mp3]	648
尺	1104		chǐ	ruler	Chinese measure approx. 'foot'	ものさし	シャク セキ	[sound:agj-pinyin-chi3.mp3]	1401
局	1105		jú	bureau	bureau, office; circumstance	つぼね しきる	キョク	[sound:agj-pinyin-ju2.mp3]	649
送	1106		sòng	deliver	see off, send off; dispatch, give	おくる おくり	ソウ	[sound:agj-pinyin-song4.mp3]	650
歎	1107		tàn		sigh, admire	なげく	タン	[sound:agj-pinyin-tan4.mp3]	2649
嘆	1108	叹	tàn	sigh	sigh, admire	なげく なげき	タン	[sound:agj-pinyin-tan4.mp3]	1743
極	1109	极	jí	extreme	extreme, utmost, furthest, final	きわめる むね きわまる	ゴク キョク ゴキ	[sound:agj-pinyin-ji2.mp3]	651
源	1110		yuán	source	spring; source, head; surname	みなもと	ゲン	[sound:agj-pinyin-yuan2.mp3]	654
陽	1111	阳	yáng	Yang	'male' principle; light; sun	ひ いつわる	ヨウ	[sound:agj-pinyin-yang2.mp3]	655
幹	1113	干	gàn	trunk	trunk of tree or of human body	みき わざ	カン	[sound:agj-pinyin-gan4.mp3]	656
羽	1114		yǔ	feathers	feather, plume; wings; rad. 124	は はね	ウ	[sound:agj-pinyin-yu3.mp3]	1591
習	1115	习	xí	learn	practice; flapping wings	ならう ならい	シュウ ジュウ	[sound:agj-pinyin-xi2.mp3]	657
維	1116	维	wéi	maintain	maintain, preserve, safeguard	つな つなぐ これ	イ ユイ	[sound:agj-pinyin-wei2.mp3]	788
羅	1117	罗	luó	silk gauze	net for catching birds; gauze	あみ つらねる うすもの	ラ	[sound:agj-pinyin-luo2.mp3]	658
武	1118		wǔ	military	military; martial, warlike	たけし	ブ ム	[sound:agj-pinyin-wu3.mp3]	659
疑	1120		yí	doubt	doubt, question, suspect	うたがう うたがい うたがわし	ギ キョウ	[sound:agj-pinyin-yi2.mp3]	661
克	1121		kè	overcome	gram; overcome; transliteration	かつ よい よく	コク	[sound:agj-pinyin-ke4.mp3]	663
乃	1122		nǎi	only then	then; really, indeed; as it turned out, after all; namely	すなわち の	ダイ アイ ナイ	[sound:agj-pinyin-nai3.mp3]	1249
仍	1123		réng	still	yet, still, as ever; again; keep -ing, continuing	よる しきりに なお	ジョウ ニョウ	[sound:agj-pinyin-reng2.mp3]	664
樓	1124	楼	lóu	multistory building	building of two or more stories	たかどの	ロウ	[sound:agj-pinyin-lou2.mp3]	665
佛	1125		fú	Buddha	Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.)	ほとけ	ブツ フツ ホツ	[sound:agj-pinyin-fu2.mp3]	666
足	1126		zú	lower leg	foot; attain, satisfy, enough	あし たりる たす	ソク ショク スウ	[sound:agj-pinyin-zu2.mp3]	667
低	1127		dī	low	low; to lower, hang, bend, bow	ひくい	テイ	[sound:agj-pinyin-di1.mp3]	668
煩	1128	烦	fán	vexed	bother, vex, trouble; troublesome	わずらう わずらわす わずらわし	ハン ボン	[sound:agj-pinyin-fan2.mp3]	670
顯	1130	显	xiǎn	obvious	manifest, display; evident, clear	あきらか	ケン ゲン	[sound:agj-pinyin-xian3.mp3]	672
碼	1131	码	mǎ	numeral	number, numerals; yard; symbol	やうど	バ メ	[sound:agj-pinyin-ma3.mp3]	673
玄	1132		xuán	mysterious	deep, profound, abstruse; KangXi radical 95	くろ	ゲン ケン	[sound:agj-pinyin-xuan2.mp3]	1744
